UID,city_id,city,city_population,business_id,business_name,business_categories,business_full_address,business_latitude,business_longitude,business_open,business_review_count,business_stars,business_state,cool,date,funny,review_id,reviewer_average_stars,reviewer_cool,reviewer_funny,reviewer_name,reviewer_review_count,reviewer_useful,stars,text,useful,user_id
11560,0,Phoenix,1537058,_yfprBETaYgySkKyl8ZWMQ,Hotel San Carlos,Hotels & Travel; Event Planning & Services; Hotels,"202 N Central Ave
Phoenix, AZ 85004",33.4504828,-112.0739897,True,43,3,AZ,1,2012-01-06,4,qMLytrGKQmIInMYwbrp0wQ,4.1,867,1206,Morgan,201,1049,2,"Hated it! Remember the In Living Color sketch, Men on Film? No? Basically just say ""hated it"" in a sassy gay voice and that is exactly how I feel about the Hotel San Carlos. Maybe snap your fingers and pierce your lips after saying it too. 

I thought it would be fun. I thought it would be cool. I drove by a million times and said to myself, ""I wanna get a room there one of these days."" Unfortunately, when that day arrived I was severely disappointed. 

I knew it was old and I thought that would be part of the charm, but it wasn't. That's the problem. It's just old and crappy, not historic and charming. There is a difference. Maybe it would have been more charming if the staff knew what they were doing. Not a single basic question I asked could be answered by the girl working at the front desk. The vallet guy was NEVER around. NEVER. So that made it a little hard to, you know, vallet my car. The king bed we upgraded to was just two small beds pushed together. Man, I love sleeping in the crack! So comfortable. Want a late checkout, no problem ... oh, wait, problem. The night person and the morning person seem to be on different pages.

Bottom line, someone needs to send their employees to a class on customer service and maybe even give them a print out of their job descriptions. Oh, hey, you know what ... that someone is you, Hotel San Carlos management. 

(Disclaimer: I might be PMSing as I write this review.) 

(Yes, that is a legit excuse.)

(For me, not the hotel staff.)",2,rjlb-7-JcmM6fR64ZpyTug
12474,0,Phoenix,1537058,bA-Cj6N9TEMlDlOh2aAnUw,US Airways,Hotels & Travel; Airlines; Transportation,"4000 E Sky Harbor Blvd
Phoenix, AZ 85034",33.4360415,-111.9956337,True,197,2,AZ,0,2009-12-31,0,WJR_pOP1QFzIbT9i2eEHaQ,3.78,136,130,Wesley,192,266,3,"Nothing's of much grandeur in the aviation industry anymore. Anyone who doesn't purchase a first class seat might as well expect abysmal service, why let yourself be surprised? 

First of all, US Airways isn't ACTUALLY operating ""US Airways"" style. They're owned and operated by America West, which has always been notorious for nickeling and diming their passengers. Pre-merger, this used to be a somewhat respectable airline. However, as business progressed, America West has inflicted US Air and it's subsidies with ""America West Business"" - overcharging for everything but the seats. (But there's an exception to even that rule...) America West clearly had no idea of the sheer size of the combined new airline they had created. Flights have been continually late, cancelled, and overbooked. Planes are rapidly aging. On US Air Express Jets the America West logo is still quite intact. A lack of business has caused US Air to pull out of hundreds of gates, making airports ghost towns. So don't blame US Air, blame America West. 

Anyway...I've flown both America West & US Air a fair amount. US Air internationally isn't nearly as painful as a domestic flight. Since it's neck  and neck with Southwest, their standards have been mainly homogenized. Except US AIR CHARGES 60 DOLLARS TO CHECK TWO BAGS! Are you kidding me?! No wonder you're going out of business! Southwest cares about it's customers, even if it does pack them in like cattle. As soon as US Air takes the money out of your pocket, the service you paid for is up for grabs- there's no guarantee whether you'll get it or not. Though US Air does offer assigned seating and I do like that a lot. I can't say I'm fond of rushing to the plane to get the best possible seat. 

Flew US Air last night for the hundredth time. Had to fight myself to not buy Almonds...but at $3 they probably weren't worth it. Flight attendants were both friendly and positive. Definitely raised my morale throughout the flight. Flight was a few minutes early, so that was a plus. Things generally run pretty smoothly, at least out of Phoenix anyway. They're definitely doing something right out of Sky Harbor. So I'm not going to complain. It's an airline, they're all the same more or less. It usually gets you where you need to go, and you're not paying $400-$500 dollars like you would on Northwest or United. Take the good with the bad. If you absolutely can't stand lousy service and expensive fees, or you're just looking to get from A to B, there's always another airline to choose from.",1,0KXxuKxlspsO6CrDLgQJ-w
13514,5,Scottsdale,230512,6Kon3cR5ZEm5rmYKlpcfcw,Hotel Valley Ho,Hotels & Travel; Event Planning & Services; Hotels,"6850 E Main St
Scottsdale, AZ 85251",33.4930514,-111.9339561,True,199,4,AZ,20,2009-10-05,19,8SCtRkanhrJ2O9yx-xk8vA,3.67,8429,10451,Thomas,517,8401,5,"Like the 80s group ABC sang ""It's so hip, so hip it hurts""... But hurt in a good way (you know, like nice, naughty spanking) and not bad hurts like the sound of Lindsay Lohan's voice. Are we clear? I was an Urban Studies/Architecture major in college and I love this whole 50s style meets mid modern meets Scottsdale. From the lobby to the grounds to the pool to our charming, color splashed, glass brick adorned room, this was a major score in the Staycation category. I was initially intimidated by the pool crowd as I noticed NOBODY was actually IN the pool. Just posing around the pool. Were they looking at my pasty white Scandinavian skin? My extremely, freakishly small nipples? Or the Hello Kitty towel I brought from home? Hmmm..fBack to the room....the glass brick divided the room from the shower...and what a fabulous shower. Nice, big, pulsating head. Honestly, I'm not trying to go all pg13 on ya! Bed and bedding were cozy and spotless. A great place to crash after Rickie's headlining collection at Phoenix Fashion Week. The room was at one point spacious enough to accommodate Mr. Gonzales, the stylist, the assistant and anywhere from three to eight models. I was comfy on our fabulous bed with a glass of wine watching it all unravel in front me. Who needs TV? It was very entertaining. And when I needed to escape we had our own private patio. Wait? Wasn't that a B52s song? So Valley Ho...you are hip. But you're also great deal. A great venue. And yes, maybe even, OK, I""m getting a little vaklempt, a great friend....",20,C8ZTiwa7qWoPSMIivTeSfw
14941,6,Tempe,172816,I5ypI3aYbbTL8dAjnI3PDw,Tempe Mission Palms Hotel,Hotels & Travel; Event Planning & Services; Hotels,"60 E 5th St
Ste 101
Tempe, AZ 85281",33.425824,-111.938976,True,50,4,AZ,1,2010-04-18,0,fIgPTVCdJw4kvPyWKo0UmQ,3.34,66,107,Lando,99,121,4,"For a Four-Star hotel .... this one was certainly the upper echelon of the ""four.""

The Staff were customer based.  They made our stay seamless.

Our room faced the courtyard, and was roomy....  (bed was comfy-cozy)

The decor was refreshing, robin egg blue paint bathroom... with teak counter.

I am a fan.... 

(But one star off for being sooooooooo close to Phoenix Sky Harbor)",3,uTiWpbZ-HJcAo4uUpBw-oQ
15539,0,Phoenix,1537058,5Feaj6aixO_QxKFnkHf3xg,Arizona Biltmore Resort & Spa,Day Spas; Hotels & Travel; Beauty & Spas; Event Planning & Services; Hotels,"2400 E Missouri Ave
Phoenix, AZ 85016",33.5160662,-112.029562,True,138,4,AZ,0,2009-11-10,0,IIYzzF2RRI6rJtlwbPU2EQ,3.78,136,130,Wesley,192,266,3,"I've always felt like the Biltmore is overrated. It's a money maker by it's name, not quality. Rooms are mediocre, and although the interesting architecture is a plus, it's gray and I felt like I was in a castle or something...which is cool, when you're not expecting a five star resort.",0,0KXxuKxlspsO6CrDLgQJ-w
18950,0,Phoenix,1537058,8ZwO9VuLDWJOXmtAdc7LXQ,Clarendon Hotel,Hotels & Travel; Event Planning & Services; Hotels,"401 W Clarendon Ave
Phoenix, AZ 85013",33.49112,-112.079081,True,197,3.5,AZ,1,2012-02-20,1,4FNzzz6CJ2nE-wOx0LmDWg,3.74,1331,1050,Jennifer,650,1809,3,"There are things that I definitely like about the Clarendon and there are some things that I just don't understand. It is a lovely location. You can walk to different restaurants or to the light rail and be on your way. I love the rooftop deck and the restaurant of course is delicious. You get free munchies after 10:00 PM is a super duper plus! The pool is very nice and everyone seemed to love the pool area! 

We arrived and I paid for a Jr room suite and asked if I wanted to upgrade. I said sure, why not. The room wasn't that much bigger. I think I got hosed. The layout of the room is cool. You have a living area with a bar and an awesome wine fridge. I can't forget the Keurig in the room either! The towel and linens are where this place falls way short. The towels have been used for years it seems. They weren't fluffy or nice. The bed linens are ok but again seem worn. The rooftop could be an amazing destination but there is really nothing up there. 

With all this being said everyone was nice and I would come back. It's local and really has a good vibe to it.",3,TL46g36OKxmgSDYRFJdPRg
19066,0,Phoenix,1537058,KQzpjBmnAMXPqipeWTKG0w,Hilton Garden Inn-Phoenix Midtown,Hotels & Travel; Event Planning & Services; Hotels,"4000 N Central Ave
Phoenix, AZ 85012",33.492493,-112.07517,True,8,3.5,AZ,0,2009-11-17,0,IumTP0GSsVWScDITtl3hAg,3.78,136,130,Wesley,192,266,4,"I remember staying here once when my air conditioning at the house broke over the summer and I was not prepared to live in an oven...

It's your average Hilton Garden Inn. You've seen one you've seem them all, homogenized without fault. The rooms are tight, but it's not a resort so don't expect top-notch anything. The location was convenient  though, near many great restaurants and such. 

The staff were helpful should you ask a question. The place wasn't very crowded, I can imagine sitting there in silence would be pretty boring, and they were engaging when I spoke with them. Sweet.

The pool was large, which I really liked. I had the whole thing to myself. :)",1,0KXxuKxlspsO6CrDLgQJ-w
20682,2,Chandler,254276,8x9Mzb7gX6SEHQIlSDpU8w,Wild Horse Pass Hotel and Casino,Arts & Entertainment; Music Venues; Casinos; Nightlife; Hotels & Travel; Event Planning & Services; Hotels,"5040 Wild Horse Pass Blvd
Chandler, AZ 85226",33.2815660319081,-111.97295665741,True,72,3.5,AZ,3,2011-03-13,2,-5Vdgdw36wBVQlZgMZxwow,3.63,7102,4785,J,1217,9659,4,"I'm very impressed with this casino/hotel.  There are a lot of choices besides gambling for people to have fun.  A nightclub, Don Shula's Steakhouse, Fatburger, and much more.  I spent a few hours at the bar here people watching and enjoying the scene.

There's plenty of parking in the parking garage and the staff here is pretty friendly.  I have to come back with the Wife to give Shula's a try.

Return Factor - 90%",7,kGgAARL2UmvCcTRfiscjug
20925,0,Phoenix,1537058,8ZwO9VuLDWJOXmtAdc7LXQ,Clarendon Hotel,Hotels & Travel; Event Planning & Services; Hotels,"401 W Clarendon Ave
Phoenix, AZ 85013",33.49112,-112.079081,True,197,3.5,AZ,22,2010-05-05,24,GZZWMmQWdpxCybmv3VI31A,3.67,8429,10451,Thomas,517,8401,5,"When I was a kid I loved the TV show Hotel starring James Brolin (before he became Mr. Streisand). I was fascinated by hotels. So much that I wanted to live in a hotel. Room service. Chocolate on the pillow. Beds that vibrate for a quarter. Well, I didn't always say they were nice hotels. While I don't live in a hotel, I practically live at The Clarendon.

Things I have done at The Clarendon. And I can't list everything because my mother reads my reviews...

Slept in perhaps the most comfortable bed in the world. 
Attended a rockin' Halloween party dressed as, c'mon, guess...Yep...Hello Kitty.
Attended photo shoots.
Had drinks by that glorious pool and waterfall.
Watched the sunset on the fabulous rooftop patio. 
Become a regular (yep, they even know my name!) at Gallo Blanco.
Had dozens of extremely happy out of town visitors stay here. 
Enjoyed the men's urinals shaped like big red lips.
Dried my hands on that amazing Dyson hand dryer (insert hands for 12 seconds and they're drier than a Napa Brut)
Left my beloved bomber jacket at GB and retrieved it the next day...honest, honest employees.

Great staff from hotel to restaurant. Attentive. Friendly. Professional. I want to move somewhere else just so I can go on vacation and stay at The Clarendon. But. Wait. I don't have to. I can simply cross the street from my pad and enjoy this fabulous Phoenix gem. 

PM for the R rated version. Chow.",24,C8ZTiwa7qWoPSMIivTeSfw
22357,0,Phoenix,1537058,_yGo2ubkwQPXcKrdcURSNw,Phoenix Airport Marriott,Hotels & Travel; Event Planning & Services; Hotels,"1101 N 44th Street
Phoenix, AZ 85008",33.460294,-111.985653,True,19,3,AZ,0,2008-01-15,0,LDdxDeV6de08S4SKmUxjHg,3.74,1053,759,Pierre Trudeau,356,1298,1,"I recently spent 8 hours a day for an entire week in this hotel's conference rooms, for work. My colleagues at this event were all from various states, ranging from California to Connecticut to Texas. I was actually the only local yokel. So, in addition to getting a feel for the place during the day, I also collected a number of opinions from people who spent each night at this hotel.

Why?

Why would anyone stay here? The rate one of my colleagues paid was $275 per night. For just a bit more you can stay in one of our fine resorts. The rooms are adequate. The gym was reported to me as being pretty crappy. The only plausible reason for paying that amount is its proximity to Sky Harbor Airport. Personally, if I'm paying $275 (plus tax) a night, I'd probably be willing to shell out an additional $50 for the round-trip cab ride to stay at the Biltmore or something along those lines. One California lawyer I spoke to did exactly that. But to each their own. 

When I discussed this with a local friend, he was also baffled. Apparently the University of Arizona basketball team stays here too, when they come up to play ASU. This, however, I understand. Would you want your 21-year old superathletes to roam around freely on Mill Avenue or in Old Town Scottsdale the night before a big game?

In sum: 

Location = crap.
Price = crap.
Rooms = whatever.

One star.",4,17PPxx8RxjOUD_nQZ1aHEw
22940,25,Litchfield Park,5476,N82S_d9LfAVKi3OS59192A,The Wigwam,Active Life; Hotels & Travel; Golf; Event Planning & Services; Hotels,"300 E Wigwam Blvd
Litchfield Park, AZ 85340",33.4952867,-112.3556173,True,56,4,AZ,6,2008-06-02,0,Wd_nHCNNWSPFkWezW-EezA,3.43,12486,9895,Wanugee,1583,15384,5,"The Wig Wam Resort is a sprawling complex west of Phoenix in Litchfield Park. It has old school charm, with adobe inspired architecture. There are 3 golf courses with 18 holes; there are 3 pools, tennis, a conference center, and 3 restaurants. It also has a full Elizabeth Arden Red Door spa,

The rooms are large, probably big enough to fit 8 King size beds side by side in a 2 x 4 format. The bathrooms are also large, with his and her sinks, separate shower cave fully tiled with a seat, large tub (but no jacuzzi spouts), and a walk-in closet. The furniture is large pieces of oak with a darker stain, and the colors are neutral sand and light cactus colors. 

Most rooms have balconies or patios that usually face into the pool areas. The property is well manicured and maintained. 

Wig Wam is a Starwood property (Sheraton, Westin, W Hotels, 4 Points) , and part of their higher end Luxury Collection brand. It is also an AAA 4 Diamond resort. However, this time of year (early June), it is very affordable. The conference rate I was attending was less than $100, but even the general best available rate was less than $150. I am sure that high season for snow birds the rates jump to over $300.

As a full service resort, service is very good and everyone is very helpful and friendly. Parking is a little problematic, as you have designated areas and then walking to your room maybe a little distance. Of course they have full valet service, but self-parking is free. 

There are a lot of Spa and Resorts in the Valley of the Sun, literally hundreds of them, like golf courses, too. But if you like old world charm with a southwestern flavor, in a relaxed subdued atmosphere away from the show-off upwardly mobile wanabees of Scottsdale or Phoenix, this is a good choice, especially if you like golf.",9,2rlBbFPHyZjXSFSE8r551w
